arm,ab_var,ucb_var,eps_var,ucb_inf_var,mix_prop_var
3.0,3.9783806862645292,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.729096192483674,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.405401913323212,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15731580527364458,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.173462354191777,0.05788305668646874,4.614216538629266,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9352425915366824
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.235503390996184,0.21651653793369852,0.24079048704179332,0.22648787357567168
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.6591960540669939
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.729096192483674,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.405401913323212,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15731580527364458,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.173462354191777,0.05788305668646874,4.614216538629266,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9352425915366824
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.235313651279209,0.21626223170848385,0.24054988722207044,0.22648787357567168
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.6591960540669939
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.405401913323212,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15731580527364458,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.173462354191777,0.05788305668646874,4.614216538629266,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.837999169332683
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.23512730984785446,0.21626223170848385,0.2403092558755949,0.22675403478274592
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.6591960540669939
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15731580527364458,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.173462354191777,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.837999169332683
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.2351520592421153,0.2163290774520885,0.2403968182097921,0.22675403478274592
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.6044006951381973
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.173462354191777,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.837999169332683
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.23495160423121794,0.21635235316040913,0.24014350504381066,0.2268633558211728
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.6044006951381973
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.39991616075942,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.837999169332683
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.23473325616265442,0.21610759368204752,0.2400061680226025,0.2268633558211728
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.854308396397069,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.837999169332683
0.0,1.4811366000892578,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.23455756341065936,0.21585424390292443,0.23994962874591336,0.2268633558211728
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.2160439152184542,0.23447067456263854,0.21860700807819278,0.24045763085601837,0.22704559188506768
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.18966146208209084,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.21472519469162504,0.23439198348399368,0.21860700807819278,0.24024806277858765,0.2269563782895954
2.0,1.648268345443114,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.513049145725738
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5291095957626326,0.002332755314635204
1.0,0.21472519469162504,0.234430501463018,0.21969079744050984,0.2400419897467057,0.2269563782895954
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,3.963533119051633,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.7744204101753285
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5240196944651732,0.002332755314635204
1.0,0.21472519469162504,0.23422778234366182,0.22048160278669038,0.2400419897467057,0.22699147450597043
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.783542882777671,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.7744204101753285
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5240196944651732,0.002332755314635204
1.0,0.21472519469162504,0.23459874019031635,0.22057810855351098,0.23976901843677917,0.22674462961868241
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.3865859968401475,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.7744204101753285
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5244867135046025,0.002332755314635204
1.0,0.21472519469162504,0.23486714474266257,0.22048219085853074,0.23976901843677917,0.22674462961868241
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.1564518416111105,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.9035302041777324
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5244867135046025,0.002332755314635204
1.0,0.21472519469162504,0.2346581763013669,0.22036743796513714,0.24060222960616517,0.22674462961868241
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1570578973163568,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5244867135046025,0.002332755314635204
1.0,0.21472519469162504,0.23453455763295786,0.22011667538540503,0.24033379415718156,0.22665256208739712
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.406656344470301,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5244867135046025,0.002332755314635204
1.0,0.21472519469162504,0.2344042922805438,0.21989056623366146,0.2411245287989021,0.22702578154618658
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7357314040657514,2.7493665215206224,1.6810920494725319
9.0,3.9316729081789927,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4972956200597223,0.2467698336349403,1.4948835524294763,1.5244867135046025,0.002332755314635204
1.0,0.21472519469162504,0.23424670495337788,0.21989056623366146,0.24092769777261858,0.22683568371135082
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.5196596294918565,0.002332755314635204
1.0,0.21472519469162504,0.2340432766297249,0.21965983640350545,0.24092769777261858,0.22739111226205871
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,5.052017328363662,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.23383956617489882,0.21965983640350545,0.24092769777261858,0.22727459150157012
2.0,1.7300756734214227,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2336612284710953,0.21941123769110168,0.24114682980781724,0.22764167058606388
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.052254480382999,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.8116690438843572
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2335311155543043,0.22042501562839897,0.24092885248985324,0.22764167058606388
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.7810092428677473,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.7269402610837807
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2335384077251864,0.2204135826200887,0.24075088016022705,0.22755394614737684
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.041489624466516,1.2318947355321874,4.020250157464117
5.0,2.366716621264279,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.7269402610837807
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.233336933940076,0.2204135826200887,0.24142421868063108,0.22755394614737684
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,4.020250157464117
5.0,2.3601949823133257,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15828760001444073,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.6422824986323694
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2332886787268995,0.22020140384456016,0.241380235864701,0.22755394614737684
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1289141545416874,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.6422824986323694
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2332431962800967,0.22019113407796334,0.2411065412944134,0.22993413285613915
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9928963818012877,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1168509524557155,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.379564081350403,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.6422824986323694
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.2331680869891855,0.22019113407796334,0.2408567955457765,0.23002617503652656
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9247561504736623,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1168509524557155,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.41212825191177,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.8978777535572893,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.6422824986323694
0.0,1.4890780084893651,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.23305519350844642,0.22001207416551602,0.24129453036035803,0.22980599505825294
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9247561504736623,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1168509524557155,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.41212825191177,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.9149951127897933,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.6422824986323694
0.0,1.4760769571914034,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21638019268553776,0.23323765065012506,0.22020187716216222,0.2410918266140428,0.22980599505825294
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9247561504736623,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1168509524557155,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.41212825191177,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.9149951127897933,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.568763800004928
0.0,1.4760769571914034,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21534162282570488,0.23329904079028926,0.21997753219484864,0.24095496382459808,0.23001224001002343
2.0,1.741901015807616,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
4.0,3.769022127049883,4.345285616822293,4.027665270092185,1.2318947355321874,3.9607005921614076
5.0,2.3601949823133257,3.621303052109475,1.9247561504736623,2.973590465722371,1.615652960094694
6.0,0.15700557780293253,0.0,0.1968363128505797,0.0379966861927824,0.0745640396510275
7.0,3.1168509524557155,0.05788305668646874,4.978358400914589,1.313195989400106,3.6808254236023688
8.0,4.41212825191177,4.1849999103835485,3.7025012414796077,2.7493665215206224,1.6810920494725319
9.0,3.9149951127897933,0.4271946630566836,2.0444188643781165,1.9864821765572027,3.568763800004928
0.0,1.4760769571914034,0.2467698336349403,1.4948835524294763,1.535604012655679,0.002332755314635204
1.0,0.21534162282570488,0.233100484102285,0.22011272651855532,0.24076901249746072,0.23001224001002343
2.0,1.727783150589491,1.3309758055385121,1.4203117046996343,0.03539224921488672,1.579745390911515
3.0,4.041452218712261,0.0,4.436164050772735,3.20581379695779,4.083335625459447
