arm,ab_var,ucb_var,eps_var,ucb_inf_var,mix_prop_var
9.0,3.992296022757066,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.811005830607116,0.2467698336349403,1.1314728666616856,1.252338070005952,0.002332755314635204
1.0,0.1586193564208913,0.2228610242194134,0.21036926394352357,0.2447491132673861,0.23121603235405783
2.0,1.7519950787581247,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2727437302690006
3.0,4.181086834728429,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.066119353765928,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.252338070005952,0.002332755314635204
1.0,0.1586193564208913,0.22273635752497145,0.21017153648111134,0.24440681700926084,0.23086791964320505
2.0,1.7519950787581247,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2727437302690006
3.0,4.181086834728429,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.066119353765928,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.252338070005952,0.002332755314635204
1.0,0.15783004317593707,0.2223803569481837,0.2098967457680476,0.24440172828131015,0.23147335245867884
2.0,1.7519950787581247,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2727437302690006
3.0,4.181086834728429,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.066119353765928,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2414907784224798,0.002332755314635204
1.0,0.15783004317593707,0.2222043714074285,0.20966485448188069,0.24440172828131015,0.23147335245867884
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.181086834728429,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.066119353765928,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2414907784224798,0.002332755314635204
1.0,0.15783004317593707,0.2222119473205599,0.21025115663543276,0.24576471051595825,0.23222947356243162
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.066119353765928,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2414907784224798,0.002332755314635204
1.0,0.15783004317593707,0.22231387274777223,0.21023221095243536,0.2462309530590328,0.23181070566113843
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.408851225532059,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.83607465297247,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2472539163123253,0.002332755314635204
1.0,0.15783004317593707,0.22231387274777223,0.2098628691517681,0.2462309530590328,0.23140992228569893
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.4831674728241393
6.0,0.18676503477600703,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.588451357356138,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.236434033677134,0.002332755314635204
1.0,0.15783004317593707,0.22231387274777223,0.20991757040551276,0.2462309530590328,0.23140992228569893
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1588437665080566,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.44206309077095,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15783004317593707,0.22231387274777223,0.20948204175062785,0.2462309530590328,0.2314845529944964
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.863036549425425,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15783004317593707,0.22201038798098463,0.21008811914061584,0.24574044860975977,0.23104790992221452
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.9312269882962445,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7868109865151758,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15783004317593707,0.2216606323393001,0.21125205276254502,0.2452841066267864,0.23061307905442208
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15783004317593707,0.22165039197127734,0.21103768756327226,0.2448721283825172,0.2304096848980726
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.22257242626080875,0.2106388066048877,0.24442198176806154,0.2302327508649557
2.0,1.8000256024280414,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.22272866038478664,0.21029481677280815,0.24397877334105847,0.2298303167493255
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.116083709514265,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.22258831574504728,0.2100414100611824,0.24358467779052284,0.22950534198074024
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.1488949001552586
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,4.030735854496662,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.22235189735697677,0.21000789931523756,0.2449430540003484,0.22950534198074024
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.450134912815833,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12617999568265764,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.2220799217762102,0.21000789931523756,0.2444869552918858,0.22913983673433067
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.8098239626462835
6.0,0.18594500729600244,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.22171045232934097,0.20957856145654752,0.24472591319239376,0.22913983673433067
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.1288225082514662,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.2324717013784607,0.002332755314635204
1.0,0.15571675907243326,0.2223789769475206,0.20920662525033726,0.24426550628725757,0.22880247750506222
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,3.943383899105624,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.222072213358907,0.002332755314635204
1.0,0.15571675907243326,0.22216728652454346,0.21035716921249636,0.24426550628725757,0.22843948077421145
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.8701418184591136,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7787983578302944,0.2467698336349403,1.1314728666616856,1.222072213358907,0.002332755314635204
1.0,0.15571675907243326,0.2218109398826543,0.21128782913933808,0.24430217057170778,0.2285701812876295
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.222072213358907,0.002332755314635204
1.0,0.15571675907243326,0.22169377692008688,0.21086196188242792,0.24395784880800986,0.22837791176542654
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.222072213358907,0.002332755314635204
1.0,0.16205342312959126,0.22213936309564422,0.21089351320793795,0.2434819734965621,0.2280588962758259
2.0,1.786441330311291,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.2117031345590554,0.002332755314635204
1.0,0.16205342312959126,0.2221526373691801,0.2112132596655133,0.2434819734965621,0.2279526624242121
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,4.055293912594388,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.219236615461873,0.002332755314635204
1.0,0.16205342312959126,0.22266465002827385,0.21079358789024688,0.2434819734965621,0.228061009548626
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9765365134435036,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.2347646499466165,0.002332755314635204
1.0,0.16205342312959126,0.22281580114625857,0.21065980583455515,0.2434819734965621,0.22811357367297674
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9268625579673317,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.488835430403856,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.378062844313914
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.2347646499466165,0.002332755314635204
1.0,0.16205342312959126,0.22409187871095942,0.21044919368102086,0.24431386320691656,0.22811357367297674
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.715506623440566,3.20581379695779,0.5425367445573902
4.0,3.9268625579673317,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.5462060567158202,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.183137041211687,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,3.306811596453327
0.0,1.7586663620164482,0.2467698336349403,1.1314728666616856,1.2347646499466165,0.002332755314635204
1.0,0.16205342312959126,0.2243933193056461,0.21044919368102086,0.24655208693305083,0.22811357367297674
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.7911309232936947,3.20581379695779,0.5425367445573902
4.0,3.9268625579673317,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.5462060567158202,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.18042029497584613,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0884743952035545,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,4.039791386234911
0.0,1.7586663620164482,0.2467698336349403,1.230329146423089,1.2347646499466165,0.002332755314635204
1.0,0.16205342312959126,0.22468119003099515,0.21044919368102086,0.24606473567867698,0.22793888124639292
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.7911309232936947,3.20581379695779,0.5425367445573902
4.0,3.9268625579673317,4.345285616822293,3.8967554122262,1.1567991214587052,5.118855856832448
5.0,2.5462060567158202,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.18042029497584613,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0417758588716395,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.141466853378623,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,4.039791386234911
0.0,1.7586663620164482,0.2467698336349403,1.230329146423089,1.2347646499466165,0.002332755314635204
1.0,0.16205342312959126,0.22435126321745144,0.21090168994118824,0.24732761300147674,0.22793888124639292
2.0,1.8172927357354043,1.3309758055385121,1.7246814077824613,0.03539224921488672,2.2977144075281766
3.0,3.994919576070361,0.0,3.7911309232936947,3.20581379695779,0.5425367445573902
4.0,3.9268625579673317,4.345285616822293,3.8967554122262,1.1567991214587052,5.0301109636967665
5.0,2.5462060567158202,3.621303052109475,0.9924062192908533,2.973590465722371,1.725288398647954
6.0,0.18042029497584613,0.0,0.12215581363236845,0.0379966861927824,0.04851369723676604
7.0,3.0417758588716395,0.05788305668646874,4.18568565728897,1.313195989400106,2.613260596884514
8.0,4.344498592203301,4.33749508411872,3.916981172970171,2.7493665215206224,1.6810920494725319
9.0,3.889092955334058,0.4271946630566836,1.384302002164889,1.9864821765572027,4.039791386234911
0.0,1.7586663620164482,0.2467698336349403,1.230329146423089,1.2347646499466165,0.002332755314635204
