"weight_cat","male","married","edu_cat","bdonationvol","recency_in_month","formvoluntary","formgroup","formmutual","formplasma","formblood","age_cat_2","age_cat_0","resident_cat_0","resident_cat_1","resident_cat_3","occupation_cat_11","occupation_cat_7","occupation_cat_9","occupation_cat_3","occupation_cat_5","occupation_cat_4","occupation_cat_2","occupation_cat_1","occupation_cat_10","occupation_cat_6","firm_cost","firm_gain","test_group"
0,1,0,1,400,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,1,0,400,7,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,1,400,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,1,300,23,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,0,1,400,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,1,0,300,24,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
0,1,1,0,400,10,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,0,1,400,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,0,1,0,1500,8,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,0,1,0,400,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,500,26,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,1,1,1,200,9,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,0,0,0,400,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,0,1,0,400,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
0,0,0,0,300,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,400,7,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,0,0,1,700,13,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,1,600,13,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
1,0,1,0,400,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,0,0,400,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,1,0,0,600,10,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
1,1,1,0,400,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,0,300,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,0,1,1,300,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,0,400,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,1,0,1,400,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,0,1,0,800,14,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,1,800,17,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,18,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,0,0,1,200,13,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,0,400,13,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,0,1,400,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
1,1,0,1,400,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,0,0,400,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,1,0,1,400,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
0,1,0,1,400,26,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,1,0,1,300,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,19,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,0,1,0,200,16,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,1,0,0,300,17,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,0,1,300,20,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0,1,0,0,300,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,1,1,0,400,15,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"2"
1,1,0,1,300,7,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,1,400,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,1,1,200,14,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
0,1,0,0,400,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
1,0,1,0,400,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,0,400,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,0,0,1,300,16,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,0,1,500,12,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,1,0,300,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,0,300,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"1"
1,1,1,0,400,23,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"2"
0,0,0,1,400,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
0,0,0,1,300,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
0,1,0,1,400,7,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,1,400,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,1,0,1,300,25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,1,800,25,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,1,1,500,11,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"2"
0,0,1,0,300,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,0,1,1,300,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,1,1,400,13,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,0,300,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,16,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,1,400,8,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,1,0,2600,9,8,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,0,0,1,400,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
0,1,0,1,300,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,1,1,1,300,25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
1,1,1,0,400,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,0,400,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"1"
0,0,0,1,300,18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,0,0,0,300,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,1,0,800,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,1,0,200,14,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,0,1,0,300,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,1,600,19,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,1,0,400,25,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,1,0,0,400,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1"
0,1,0,1,300,17,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,0,0,0,400,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,300,26,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,1,0,1500,7,5,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
0,1,1,1,200,11,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,0,1,1,300,17,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,0,1,300,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,0,1,600,18,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,0,1,300,10,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,0,1,200,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,1,0,400,11,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,1,0,400,15,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,400,20,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,1,0,400,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,0,400,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,0,400,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,1,1,1800,7,3,1,1,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
0,1,0,1,400,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,1,0,400,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,1,0,1,200,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,1,0,1,400,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,0,0,1,400,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,1,0,400,26,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,1,800,19,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,0,1,200,25,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
0,1,0,1,200,18,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,1,0,900,23,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,0,1,0,400,7,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
1,1,1,0,800,9,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,0,400,21,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,1,1,1200,15,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"2"
1,0,1,0,400,10,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
1,1,1,0,700,8,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,0,0,400,20,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,1,0,300,8,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,0,1,0,400,10,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,0,0,1,200,25,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
0,1,1,0,400,8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
0,1,1,1,400,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,1,0,800,17,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,1,300,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
0,1,0,1,300,25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,1,0,0,400,13,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,0,1,300,26,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
0,0,0,0,300,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,0,0,300,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,300,8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,0,1,300,19,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,0,0,400,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,1,800,13,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
0,1,1,1,300,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,0,500,13,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,1,0,800,18,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
1,0,1,0,400,18,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1"
0,1,1,0,400,21,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,0,0,1,400,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
0,1,0,1,900,10,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,0,1,1,700,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"2"
0,1,0,0,400,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,200,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,1,1,1800,6,5,0,0,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
0,1,1,0,400,22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
0,0,1,0,300,11,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,1,2000,7,5,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,0,0,0,300,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,1,400,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,1,0,800,20,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
1,1,0,0,400,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,0,400,20,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
1,1,1,0,200,13,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,1,1,800,12,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,0,0,1,400,14,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,0,1,200,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
0,1,0,0,300,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,0,1,300,24,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"1"
1,1,0,0,300,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
0,1,0,1,400,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
1,1,1,0,400,21,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,1,0,400,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
1,1,0,1,900,20,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,0,0,400,15,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,1,0,800,20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,0,0,1200,25,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
1,1,1,0,400,7,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,0,0,400,13,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"1"
0,1,0,1,200,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"2"
1,1,0,0,400,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,1,300,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,1,1,1,400,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
1,1,0,0,400,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,4000,6,10,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1,1,0,0,400,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
0,0,0,1,200,24,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
0,0,1,0,300,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2"
0,0,0,0,300,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,400,17,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0,1,0,0,300,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,1,1,400,14,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,1,0,0,400,20,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,0,0,800,8,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
0,1,0,0,1600,26,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,0,200,18,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"2"
1,1,0,1,300,25,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,1,200,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,0,1,1,200,17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,1,400,26,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,1,0,1,400,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,0,1,200,12,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
1,0,1,1,400,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,0,0,400,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,1,0,300,11,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
0,0,0,0,300,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2"
1,1,1,1,400,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
1,1,0,1,400,13,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
1,0,0,1,200,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2"
0,0,1,1,400,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"2"
1,0,0,1,1200,7,3,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51,440,"0"
1,0,1,0,1600,6,4,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,440,"1"
1,1,1,1,1400,12,2,5,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,220,"0"
1,0,1,1,2400,9,6,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52,440,"2"
0,0,1,1,600,11,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42,330,"2"
1,0,1,1,900,26,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,330,"1"
1,1,1,0,3200,6,8,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,52,440,"2"
1,1,1,1,4800,6,12,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"1"
1,1,1,1,2000,7,5,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,51,440,"0"
1,0,1,0,1200,9,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"2"
1,1,1,1,600,6,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,440,"2"
0,1,1,0,1800,6,6,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,52,440,"2"
1,1,1,1,2800,19,8,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"1"
0,0,1,1,400,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,440,"0"
1,1,1,0,2400,7,6,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52,440,"2"
0,0,1,1,3400,7,9,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"1"
1,1,1,1,2000,13,6,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,52,440,"2"
0,1,0,0,800,11,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,52,440,"2"
0,0,1,0,4000,11,10,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"2"
0,1,0,1,2200,7,6,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,52,440,"1"
1,0,1,0,3200,16,8,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,52,440,"2"
1,1,1,0,2800,7,7,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52,440,"2"
1,1,1,1,2300,10,6,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52,440,"1"
1,1,1,0,1300,20,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"2"
0,1,0,0,2600,24,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,440,"0"
0,0,1,0,3300,7,10,0,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"2"
0,1,1,0,1600,18,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"1"
0,1,1,1,900,7,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,330,"2"
0,1,1,0,2700,12,7,0,0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52,440,"2"
0,0,1,0,2000,8,5,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,440,"1"
