ab_regret,ucb_regret,eps_regret,mix_regret,ab_mean_rmse,ab_var_rmse,ucb_mean_rmse,ucb_var_rmse,eps_mean_rmse,eps_var_rmse,mix_mean_rmse,mix_var_rmse
32.21926275983616,44.823245445165284,45.0,24.147734011394885,5.2067898827647126,12.450457315087316,10.019948496912919,12.862335300131841,4.471140602286036,12.134602720126153,0.9497490828801635,11.342600648714932
32.479846491322654,44.82324544516527,45.0,39.603734244563306,4.8552207501303375,12.314476939745882,10.019948496912919,12.862335300131841,4.699067296226758,15.760622883025851,1.431854506005767,10.06081931797419
36.20105834077457,36.428100141046116,45.0,27.36663475669259,4.894818065111218,12.098781633235896,9.236075185023052,10.971494649285663,4.8121680692293465,13.068397369420707,1.0107634144357622,9.889743410909869
36.94802474581668,26.756318150953767,45.0,27.673002271139822,4.896506217928642,12.097756059598058,8.548727110198861,10.751853971702852,4.7317236066368125,11.83738536089015,1.0176506448118827,9.858112790228272
45.44644309516005,27.63373417663982,54.0,26.864592097380502,4.894840643766801,11.743440599218872,8.548727110198861,10.751853971702852,3.788269725820553,13.530906966954461,1.3686469792172429,8.453039396963156
51.15781011240786,28.015598540488533,62.0,31.618190137479544,5.110104886160354,10.614784371259466,8.997230262651918,10.529030435753736,5.127122833525495,11.502970222144898,1.0050436777049274,7.4360352173955935
51.47959307077594,32.05160240654621,62.0,33.244839504771114,3.644840923091029,8.699250530321176,9.097442992209723,10.577279097797861,5.155749270778399,11.111733754434164,1.004928989326666,7.434850940385867
56.90489739469539,38.63129357798721,62.0,33.524571326560164,2.826719564846637,8.054216365096238,7.72376940289737,14.436647151452323,5.119999507034386,10.959823291283096,1.0149147580144777,7.780392395677484
60.745385899287115,37.87673223676053,62.0,30.65256369777113,2.8291366253360786,8.01534875029308,8.267596889352788,14.026376926236626,5.048928037761338,10.95376505835574,0.9723778164224104,7.852614815430488
61.54692004151339,43.74736343887109,62.0,29.934716630627833,2.790361737641372,7.962669946586684,7.008241268786596,12.955298038132986,4.982009293372259,11.098908343818637,1.079613227237849,7.847446022983101
68.15333891755256,45.297675499096925,62.0,34.14128286368546,2.850220834423834,7.6778036935103255,6.992532946493286,12.878186826881361,4.952060646686886,11.366927998366664,0.8517119750951,6.77795711781514
71.03111574688796,40.453033113513726,62.0,35.709356676887055,2.9288250349007785,7.683423064851735,6.840573762171459,12.686804294332799,4.949788538943239,11.198418440048812,0.8383198446273991,6.871403922948933
74.09550092730404,31.319822543741353,67.0,42.08761501432063,2.9102572336471284,7.7297448026617985,6.603965693726714,13.050474315063662,5.513927511836272,12.313202323210524,0.861995569855023,5.854015350909587
75.20829501682803,36.54948866500388,67.0,46.72911202734099,2.9091544428899465,7.729728232984544,6.407690750246748,11.817551857149002,5.518259268499565,12.282621124508292,1.211346067620579,4.623029151897937
81.16138122207364,29.371388823995773,67.0,51.21371115800629,2.9334766178023575,7.72659132139037,6.366649806590091,11.547457213501698,5.514417009263117,12.423129018883742,1.2220618029404198,4.935261130204337
86.06554358589283,30.102301875131573,67.0,42.295938947629736,2.9425383567922614,8.060177101769668,6.355500712660134,11.616944090658262,5.533855207888712,14.182756071050363,1.1586345818060335,4.864224202845898
85.09846198833341,32.19870772223513,73.0,41.70950846913419,2.628347817289817,8.687346688128594,6.355500712660134,11.616944090658262,5.454448165184672,13.913009597376483,1.1645138462538909,4.973427915554991
91.53685074568244,34.51320737153763,73.0,41.28545771675927,2.5996127379250327,8.88944209847432,6.3865492081906785,11.297800040718545,5.48933990626673,14.405100651568478,1.169679027982634,5.087577791768026
96.17618460195452,36.533469734740365,73.0,43.207108305267326,2.5988703164767903,8.90109952854284,6.383268440580659,11.311557926554114,5.486094702040061,13.858430194506385,1.1734622394344942,5.081064828011856
95.13819982219795,36.79858980266772,73.0,45.443959430046164,2.564979379524417,8.116804174440441,6.387590186703788,10.996640633733254,5.456784958536195,14.191049999741429,1.1518319080955575,5.0670929631896815
101.17646759761627,38.39251259403733,73.0,47.43345323034633,2.573294493950911,8.271926780837884,6.44329022067498,10.927338410442045,5.486085496571522,14.610277760592554,1.1582235349144163,5.146156128944743
100.78367820652585,29.148068475784797,73.0,47.91775159582684,2.414874017220846,8.395707898326721,6.314818235881818,11.121138802971073,5.483561266388379,14.112472924989522,1.1599874308254532,5.230316098548118
101.36853012649495,29.489100086131614,73.0,49.42583965478211,2.398757753744669,8.196363135473531,6.315653905436408,11.23472831685255,5.470743482551515,13.84365560670048,1.1660017888836283,5.277225158750765
102.56341088385469,31.076066175968904,73.0,51.441217958139504,2.3981726120099656,8.195630480572225,6.146438470336316,10.964297116413212,5.520007963667314,15.32227771538923,1.0377010948654912,5.4626778015070565
106.37884902031135,32.70644709838264,77.0,55.01024867873777,2.414080706729001,8.245031785691856,6.157315166104086,10.99447482942844,5.059413951831231,16.31532477051917,1.0543004369468063,5.391864539674813
112.09993431529145,24.34625415665863,77.0,49.72748310584673,2.475475126426221,8.34125307643843,6.077800723025684,11.094907962107916,5.055509804069222,15.866631879557676,1.0311791411251263,5.155550867437737
116.32525843250086,28.563375101566706,77.0,51.55023595594048,2.576661360938704,7.988950469201849,6.254968604758717,9.782857838970054,5.086142901738104,16.043642138230158,1.0790256666465878,5.107557958115501
119.81987415886324,29.43381965759481,77.0,55.91359103656495,1.9459414850512426,6.7518631433291505,6.281912448798474,9.790207201447318,5.080823263387158,15.66453271697299,0.9600519459248013,5.2376609980232685
125.64577529254669,32.065714175468585,77.0,47.18124726046764,1.9395589811684721,6.726345752857641,6.271553513578545,9.804376815944686,5.111942003331541,15.794619704452613,0.9419580623825411,4.704663584396438
125.20565755817685,29.315929009481977,81.0,47.725561987272386,1.95722422633733,6.775982413391877,6.27965841122879,9.823700961664624,5.111942003331541,15.794619704452613,0.9524000738852202,4.577565188033018
131.97142356911,28.112750240457956,81.0,51.27003467429492,1.9860267318439768,6.806796454705925,6.476288761983504,9.772325082779194,5.122542348623952,15.500807482053025,0.9580648754882688,4.606520579117667
132.8074663247587,31.274172027449993,85.0,55.14406776823577,1.9595928764107655,6.752654727444873,6.154682863905117,9.814698896631514,5.122542348623952,15.500807482053025,0.9287576174573335,4.621473020671014
135.04427017056855,35.02536276795047,85.0,55.49911513273233,1.970712560433809,6.749181184560127,6.072387083771157,8.769199988956633,5.154788188831494,15.581134316527088,0.5965050117946286,4.487355055898968
136.57920970120767,37.476323501135425,85.0,57.878072365945116,1.9707121524396587,6.749522694796956,6.154174721052241,8.752134262386452,5.146211340938143,15.30924242462193,0.6561406615141017,4.4865678342578725
129.28282268224757,47.20069380182852,85.0,54.32947262953758,1.9482176915247031,6.702549362349439,6.142848722438748,8.551221674411526,5.1253280346209715,15.210810505288155,0.6547529309623146,4.499449950799049
129.55366617830103,57.06218702264482,85.0,55.225410403268626,1.712398494681673,5.117486617597948,6.151223547056754,8.498209222718632,5.1544834393838155,15.286779980450087,0.6533979137594412,4.500747227387112
128.75790078249182,66.8003786434783,85.0,55.97338203565661,1.6116099354659053,5.175212109057744,6.175074514454193,8.499646067666893,5.205947469455612,15.934676072721327,0.6534815792153564,4.568136708807126
129.5895929129615,60.98425717381565,85.0,53.794927753845684,1.0024151044881737,4.458905737056559,6.158967415433561,8.50028921484875,5.158776936291476,16.50144563642695,0.6535240612432311,4.605024545977061
135.02505163159293,62.83791202029991,85.0,58.168402335422485,1.0043871967043698,4.4599492541254016,6.163501310016315,8.491479183228108,5.127952565342083,16.671654361625677,0.5820149084535781,4.286416961832317
137.598077690385,57.06051800544074,85.0,63.62725425192522,0.983470227618542,4.1522713937917555,6.151220786287512,8.493830048774193,5.122140013269774,16.35854503107269,0.6395287628695001,4.353332374881973
144.7082966063176,55.764112221363575,94.0,64.01111052035401,1.0258883179741534,4.094486113695978,6.149213738300457,8.491884883457903,5.374885639781349,14.799276250984363,0.5848699629521963,4.558610087594792
144.32482125729655,46.375035219936336,103.0,60.68879875351806,1.0045453292032285,4.126677752006309,6.142867857467266,8.564248494111393,5.309640458795875,15.17381740150907,0.5863902485042333,4.558984007515696
147.11480081908172,46.515359534284954,103.0,60.18178218786656,1.0029365486770918,4.142658535013898,6.145375538587504,8.32707370497091,5.3517404059857805,15.884444991370183,0.4929207181121621,4.574408495849523
149.2674425914313,48.833096094551166,108.0,59.99746779689585,1.0047468903132033,4.138317616368903,6.145585936983933,8.297922106288931,6.203044685500209,14.952444710290642,0.48538848612586766,4.642865965686844
141.5608228379294,50.906860385315724,108.0,64.04792622760016,0.9906941694461107,4.097470045182435,6.146476883986889,8.277430230969145,6.184576192178966,14.801038656865517,0.4872575940676616,4.575488919361591
143.46690511528553,56.30853537760899,108.0,60.59485545953348,0.9500394011414823,4.12032122221989,6.151913326802828,8.3020687824641,6.168003545664514,14.650574041846829,0.4855622864406456,4.545790745114281
146.1077315559617,52.40392264600737,108.0,67.10572661475899,0.9748914586795381,3.798425031175653,6.147532544390564,8.30454861591323,6.162727321681084,14.362839139308056,0.4897419988669311,4.541340216065491
150.48631591896424,48.85427470818769,108.0,64.2306689118058,0.9607872236282562,3.7795942796557993,6.145591681669713,8.303934933808144,6.185013598080843,14.405563170319342,0.4873801235617,4.5408958714113
154.2430883170983,49.059568888478054,108.0,59.17470553729666,0.9588686082659217,3.769170856908764,6.147701952161303,8.169488418206273,6.188186987791699,14.13569227963247,0.48520681772868446,4.544510403607174
154.2018411084863,50.819318511307614,108.0,58.96232880685898,0.9594615303955301,3.8833723419885673,6.148395383267571,8.150631453774734,6.226360742983915,14.70381168219769,0.4826480770612334,4.540570988246185
160.16867811067965,48.21509954293833,108.0,60.104768382369855,0.9577992124497928,3.9586759639644127,6.1475298297371594,8.143262051636954,6.266459350641332,15.24835840941566,0.4824200166714678,4.540711570782217
160.74507431229256,52.51799475657535,108.0,60.30666163220218,0.9558745552844297,3.907277167823847,6.089322699064224,8.326611181496995,6.272249200556809,14.955873914180797,0.4831542078161208,4.540143940879756
164.40363625230307,49.25423758977118,108.0,60.25926072829114,0.9451104951845382,3.9129130944460413,6.089608683786105,8.326858791100559,6.252632051401092,14.862666797846535,0.48318079894265686,4.597307633084131
165.71908476347366,51.63307544473949,108.0,55.52458734624054,0.9450488911318938,3.913595514899346,6.045889254281944,8.278199682514833,6.217428236882222,15.320304198821335,0.48722331653556583,4.551305879755927
165.255704523946,56.41222725617868,108.0,56.45249431265128,0.9444670863698574,3.9670184865827784,5.6688733060573595,8.681023337160799,6.186470954950228,15.749609668508208,0.48721006646949105,4.535357587343984
170.62867600740316,62.08591606611088,108.0,58.436746356959446,0.9751661218364773,3.9958357229951327,5.669194672395669,8.724941426757692,6.191743898747385,15.462028288982568,0.4920091940756346,4.532553411753066
176.4873878660426,65.7323530493208,108.0,58.35502005572047,1.0991328848319186,4.514423240347518,5.671525290327465,8.73202812411483,6.19688045250682,15.19393358124906,0.49251667078747297,4.5324089284780555
178.40576962197122,65.05148975726027,108.0,59.061171701725584,0.9174823113442857,4.505544591475428,5.6709639200858195,8.706696554007465,6.19933041667067,14.929157483666488,0.4922137057003394,4.5326934841285205
184.27784560428455,55.94883903088419,108.0,57.122830221632654,0.9196427941104449,4.493461339568011,5.669024799622794,9.055385208630918,6.186044641708154,14.81936007689349,0.49421842768933566,4.570518121378583
182.46007986610758,50.2997419584097,108.0,54.2603452307371,0.934897509711093,4.331726382806174,5.673029761617438,9.222736446341397,6.1914646876612185,14.603204156911909,0.49772863318823096,4.587653611563846
187.95324878862485,50.17668589620945,108.0,55.724530276590514,0.9198862082548492,4.367301611588967,5.737301437622492,9.176740383811836,6.193841353606352,14.383011593428455,0.4978533126218937,4.58731848082264
187.11894339130424,51.513409402869485,108.0,59.60471413671982,0.9201611000328116,4.386612075529366,5.673543837303664,9.188117944842515,6.223553040691893,14.831260929438209,0.4934224436696567,4.58653846182068
191.4901953477362,55.57760413756745,109.0,56.08452936209994,0.9138072834476116,4.3760382450233175,5.63882944499543,9.354458769678953,6.8563446486757265,13.282006505772225,0.49860279866826634,4.585709842597788
191.89708697856324,55.45167097084837,115.0,55.42982008568609,0.9120904369911411,4.372988366728382,5.638954715858198,9.262672972164735,6.82940503123929,12.977425458989172,0.4724586796684768,4.588403589086143
189.6663126888056,53.02462289713836,115.0,56.226420203700116,0.9098032467937621,4.407735861138006,5.641704110987444,9.224130702527454,6.8338059176772985,12.790343953506074,0.4750593005232182,4.584810380361771
191.77163668192944,57.32214260881881,115.0,66.47007432033831,0.8843180596663854,4.445742641605738,5.3963389202666345,9.236654079664827,6.835393204721491,12.602390218042427,0.46604225899115537,4.32682326781113
192.22027490708268,62.522251296357894,115.0,73.84858611229066,0.8303309919716068,4.188769098205318,5.391311728149566,9.35482886424828,6.839098142487397,12.43502708340311,0.46384563614346036,4.2368324116116405
192.66783058968278,66.01272818251812,115.0,75.20934917997198,0.643414881563099,4.231469685982628,5.389504172039494,9.36639105316438,6.865580016859716,12.772143719789755,0.4638336563152457,4.2718872542265265
197.34587956888248,70.66738535723505,115.0,71.6953791155243,0.6431304405788658,4.237251114261309,5.389052047077272,9.46639484066399,6.8928240465657415,13.097798694747155,0.4641147182387308,4.277839838051535
218.51384773947106,68.68241378007843,115.0,69.47744916791453,0.6860875983377792,4.0194165490802485,5.388971133497387,9.411815251003583,6.878751829888327,13.042569118279339,0.46471238038861973,4.3011865893426355
222.00589505286666,71.7233881488819,115.0,61.536248807810125,0.6256421360332881,3.53538977273688,5.389260964784388,9.412011590553096,6.865543127866204,12.985184087812375,0.46951924829176483,4.169836636145453
222.77782272305777,72.9825905823339,115.0,60.166052657156285,0.6263696334565796,3.501889233056022,5.389660667446163,9.346301036928239,6.8803162079711475,12.966638018228064,0.45358815523349333,4.180568421420269
226.90891997217705,70.60698364411002,115.0,65.33484876285434,0.6265277487634007,3.5085019480367157,5.389043580406491,9.323897285594246,6.883294358949196,12.7963336935519,0.48843247681086643,4.318825541879997
227.90041464186174,70.24030351077084,115.0,63.922558895195266,0.6266229659330977,3.508385361611441,5.389000270833195,9.256995434217442,6.870499572585174,12.748828645671457,0.48539719047829777,4.333424570430166
231.54689539588725,68.04746488835201,115.0,65.08885669779943,0.6161434890616466,2.7719751616646975,5.389031176409486,9.237040201132194,6.865247948740208,12.607526441816935,0.4856988609253853,4.325166915512479
235.45959903586336,65.85490942517674,115.0,66.68834881803576,0.6167330529219347,2.882469134439885,5.38955873190822,9.220422743675268,6.8791068601777345,12.596902528234189,0.48846204035915364,4.324243254245084
235.65351733747056,69.64725407337289,115.0,63.42704135381956,0.5703030434508551,2.7695254085539327,5.388959623300834,9.294783694032438,6.867050217795611,12.554853976712147,0.49135188324156837,4.333723281651663
237.26212609606512,67.61740557151444,115.0,71.55149439883894,0.4826474007386457,2.758810854577159,5.389095502158785,9.274090624093173,6.844800642628961,12.825085139326594,0.48525032059116124,4.241398124038499
241.70805883142114,70.14142912383204,115.0,74.00125546772966,0.481219278844918,2.760546104662809,5.388990970170235,9.27858707327696,6.824355463155221,13.086199950998573,0.5191435044680878,4.447559498451162
264.28279937551247,73.59326173630552,122.0,76.70936446971052,0.5317393301437554,2.693676431680204,5.389913491191424,9.344118056019251,6.873402911875516,12.921948632351244,0.5179412617290393,4.460023257503753
267.8786611106009,71.51596117670306,122.0,76.83246833948778,0.4943471781066867,2.399461417174101,5.3892108359888296,9.33044852807331,6.864067403661123,12.855605908303254,0.46475691513120204,4.047819719273281
268.2600311562436,72.51715116510633,122.0,78.99585774396314,0.49774067863957105,2.386298027863602,5.389493842128797,9.283534836340172,6.8552431456113165,12.789056650238576,0.45023087640934534,3.8800536818227025
269.26308769925606,70.63586073299399,122.0,78.45895685926007,0.501138555294515,2.3673274287695185,5.38904758116414,9.267776295899681,6.8400239891637185,12.93852019777747,0.44823174518313236,3.8818945224986017
271.72218561360864,73.34296772791998,122.0,77.88178909602169,0.5011733173337916,2.366436523210017,5.389805207955532,9.2961592878226,6.8431142630491335,12.794040822302247,0.4484440595052154,3.9057845846190538
271.9384191106416,74.24944052972666,122.0,78.65256189806445,0.5010528501212765,2.4227642423766262,5.3902280935583,9.253350579553736,6.854120128597919,12.804338906305901,0.35745166472939244,3.8287769098378788
276.2516822412617,77.2239845444937,126.0,82.93104856803348,0.5028102456971398,2.534243077651819,5.392212065158945,9.304747958034854,6.861365946548381,12.802508755071871,0.35627591764287797,3.8226113659026724
278.4514163563182,79.18576720263161,126.0,93.94547404883821,0.5003366507702874,2.3528474919179168,5.394020748320385,9.299328262197092,6.845086956564054,13.023094610653747,0.3572359128147517,3.705728103588618
284.2444132879415,81.95872946364983,127.0,97.03730529917914,0.5607069089495711,2.3292276506735115,5.397255470530441,9.343733704837234,6.211780228385202,144.5160258535057,0.35780486749460694,3.884729705622353
289.50693231930234,80.45417817484883,129.0,99.00774993857948,0.5607119133966116,2.333890141891937,5.395401804126517,9.320836502362308,5.743477519422756,144.1827657617528,0.35856904358569663,3.8920322016717046
299.17595115327936,83.10545587346962,129.0,106.26068625208802,0.5843347709391435,2.372053867366186,5.398825322381016,9.362555331112638,5.754063521333375,144.19229413054148,0.3629176054051311,3.875201373499022
304.49475207443845,81.63357785077005,129.0,111.8006793560404,0.5770726807627206,2.436208477433348,5.396835062903348,9.340550794374277,5.746515314452464,144.12264926402335,0.38333871017078447,3.7776195616908828
307.1061745162086,78.15245235151656,129.0,113.23247897325774,0.5728547055506995,2.4350968079180872,5.393018518639029,9.462842565881067,5.756895757502687,144.13145100451652,0.38446485674602215,3.7819660039827396
311.6021139481558,80.31921096385184,129.0,114.90065773600372,0.5699890702575188,2.4356951090896515,5.395246949026609,9.479063881712452,5.741601930820932,144.34224945658605,0.3858921212710733,3.7876098489002685
313.93642292237223,79.91288708629668,129.0,119.15148875327708,0.5704881926920917,2.4357465326323564,5.394792112420682,9.426515243955578,5.744430229333468,144.2030052361137,0.39008955482110724,3.785164116822178
314.3167296468596,81.97974484683766,137.0,121.35936604317476,0.5711042600782195,2.491836643939422,5.3972830183204055,9.44051688097234,5.950799982051009,144.18594123928037,0.392587363713815,3.789783670439379
316.5461505183658,80.64472329414025,137.0,116.29418926301378,0.5548218324520778,2.4635749532492,5.395623630492796,9.416899619820903,5.943974609954086,144.11690383449005,0.38717944787300257,3.782312284835745
317.75581117219247,80.25258131027357,137.0,107.81255151177334,0.5368459847542091,2.390463238562912,5.395171195080026,9.3701922239005,5.946741647187361,143.98787062237184,0.38068346531495256,3.781754621662828
320.7914021671131,75.65155441344655,137.0,106.74270654987595,0.49948514000708466,2.3785985980104583,5.391049399819024,9.68702293975806,5.940225779969092,143.9236968165325,0.38009172072177566,3.777561270450131
328.5882167464258,78.00961864243368,143.0,111.27517075846669,0.5076259442252266,2.3522780002839627,5.392888659149299,9.734289393206904,5.965733829432778,143.72135455268076,0.398205113655007,3.7026068208119995
307.4135484110445,79.94873367026497,144.0,108.35783227568373,0.4628729092121094,2.313156209456351,5.394831552911852,9.747298517504058,5.303840119378173,115.39283405473799,0.2208385665345815,2.554259243224456
315.4444608257281,78.7436541912997,144.0,105.20899745848635,0.4865881499001631,2.164555235667863,5.393578434446191,9.714216198536437,5.313182143923793,115.40779821892852,0.21942851723186782,2.553630021979567
315.6385944736552,75.81695778986989,144.0,103.16320435253914,0.4892031183284603,2.158116313838361,5.391159679158666,9.835833914415872,5.329101287414588,115.68043137148756,0.2187356226070038,2.552309143265068
320.33301013206795,74.70668896073545,151.0,103.92015957924446,0.4883479169052366,2.1581825445894482,5.3904736166891105,9.797912379035491,5.302125833065157,115.69664898764647,0.21897150626985065,2.551996576801978
321.77381422803137,73.62814209814775,151.0,104.42306797685234,0.4880334368339917,2.158467188713174,5.389929095069332,9.760996848131146,5.29518438891781,115.63492019223253,0.20653228447980648,2.5791000206511674
320.25521185673176,70.89715839104798,157.0,105.72126131043512,0.49461239249436667,1.9934032188544382,5.389087698904271,9.870141296914941,5.299505602186088,115.42051125491038,0.20698578967692635,2.5802638642197007
321.1868049694415,68.24203534247891,158.0,100.52626401133887,0.4836524086457735,1.8626325081153883,5.389008351310951,9.976818766433455,5.961399312240692,143.74903175285317,0.20558413251045785,2.5791887726253733
325.95480593255525,70.44318183501497,158.0,105.95181407949394,0.52183133643411,1.87831294011485,5.389022516815327,10.032390063073114,5.949211048097063,143.87039988055164,0.2070735229685189,2.584104232820098
323.71657674267465,69.16638391069023,158.0,106.62097190986378,0.3806016485984576,2.4955429614312674,5.3889533388962,10.00563664228699,5.936435266460381,144.05275173267194,0.2009204505201657,2.6559025084200827
330.7882244903747,69.83847320014854,164.0,104.94308193341755,0.3909423632539621,2.4957043981232196,5.388968760548832,9.950281118869386,5.999019188857242,144.27047064352115,0.20033901311495725,2.653252962943043
309.0141497984562,68.90913024461497,164.0,107.30134730199046,0.3571343800464635,2.46554550434778,5.388959785007513,9.908533697550796,6.001580759995203,144.1432139064524,0.19070939184024688,2.758508777867329
315.0696959557408,66.45223633097152,164.0,109.91295013684987,0.36068684108859406,2.539072272591146,5.389365789149644,10.006014338265967,6.010198202131347,144.15509944176623,0.1916476665374093,2.757684431597588
318.01305093507455,64.05833969716502,164.0,109.28610471528089,0.35692279825077955,2.5575019665411274,5.390361191356989,10.100623815359022,6.000693773891768,144.203444471629,0.19139845924858517,2.7562291263556067
321.0370247705624,65.54112609879343,164.0,110.93940921249134,0.3568810021639931,2.5617458339652073,5.389674854270178,10.096214528035164,5.991738959923781,144.2470400935648,0.19676316478968797,2.8429604894169445
321.9885140421301,67.29675215354968,164.0,112.48630635628928,0.35656578960059526,2.5616172141013758,5.389155897427861,10.11958447254767,5.994193211289994,144.12670432450784,0.18727475960219903,2.8655055256560438
321.4834818925323,64.98109223676602,164.0,106.77018134350647,0.3604351412380006,2.600609538128005,5.389907384244494,10.21483668359463,6.007667549440733,144.39540001470664,0.18572761698959964,2.871765522020941
326.7893138924163,63.94880964841019,164.0,105.56919397647653,0.3654654190587935,2.6039774637892266,5.390420898111953,10.17857028744773,6.00571095675944,144.26809413342863,0.18555425931944242,2.8685137906537657
324.8106197757628,65.66016387528845,164.0,104.70875248576624,0.3139815134726248,2.7968972094266094,5.3896296043240275,10.202889636209223,6.013868174278489,144.27668822436442,0.18546244921120905,2.866328150783396
328.36961284107974,67.33077157295526,164.0,105.13083191832112,0.31998152102070715,2.5493624638161294,5.389148986175562,10.224632541733396,6.016197832377255,144.15815864559642,0.1855041067682672,2.8653684570103666
332.70563524604285,64.01849025931267,164.0,100.73495598319721,0.31398583918267076,2.5492046471380236,5.39038277055976,10.53078922529943,6.024390304848593,144.16400636653086,0.1853892490840978,2.867019575686123
301.97272660739173,63.26488465838571,164.0,100.54145002188454,0.28069207089726583,2.5042813751165944,5.390821747797791,10.474283456738336,6.0185468590068725,144.10658685323222,0.19506778459201504,2.848760303570085
304.91057376412124,61.15526873006024,173.0,104.7456042921101,0.2568284178277901,2.338612402795665,5.3923626034565935,10.562215146817076,5.930814745259792,144.01512033082184,0.20698900978432272,2.8617325928394486
305.5980217678232,65.29333759467619,175.0,108.02079390334615,0.2569037967804874,2.324108650923929,5.340646095704691,10.33256490752442,5.034054895287523,141.66765070045054,0.20700205007240097,2.862351936106444
308.7346408394021,63.18481134399963,175.0,108.28580736927046,0.25694942111589086,2.330820646242898,5.342596137276027,10.416856181692918,5.035226528715834,141.54924579561077,0.20701934833382357,2.860584485415905
309.73869750272473,64.82840178938352,175.0,108.37902557168451,0.2569204717787706,2.331134723601889,5.331697872319351,10.391912254571587,5.033180719745456,141.4406843241701,0.20702601112471303,2.8600465068963152
311.51623017875494,65.11229155739869,175.0,110.4288761547374,0.24630722068389468,1.9389061845987796,5.333980473780857,10.217631209705093,5.027704211981472,141.38843111235715,0.19153568835741155,2.8073225224049336
314.42557543364904,64.35664894310167,175.0,112.75606641495278,0.24504157191079085,2.010427746358925,5.343797431255689,10.12594723106969,5.019205621604818,141.43322885902478,0.19179491609772298,2.807378237297916
315.50382666945814,68.40173238489712,175.0,112.6562625268947,0.24085862085946724,1.890271773247833,5.321929882203198,10.224614611279579,5.011140438673418,141.4744447674739,0.19178004945790672,2.8082421451377226
316.17766122352,70.23982814107416,176.0,115.76234256800973,0.2061479215791183,1.8377172454103152,5.3203336636955925,10.252210017503526,5.368727820900741,101.27730988867062,0.1924002191230697,2.807786749310266
321.3841805913532,72.32086303754261,176.0,117.10327875328665,0.20744769927984885,1.8372486819651972,5.318866160153535,10.312727203424673,5.380813896003577,101.51206440089811,0.19276853087489149,2.808735525032811
296.8786216480047,70.08276577600333,177.0,113.2439224201222,0.1933555146186537,1.8423023106787002,5.320459061487217,10.398820518513663,4.956476896294343,86.41910993924985,0.1918724218508625,2.807414423446859
297.75160013500425,71.84265152501047,177.0,115.40803189800795,0.16967516668178473,1.4506399577656068,5.319171461476211,10.422615590242966,4.954721831842425,86.31086763156208,0.1923130320673453,2.8075552193082904
299.0494251395042,73.26780744666337,186.0,117.05865786685604,0.16942351666024524,1.4432248966775212,5.318317816433001,10.411360423160033,5.074556984487642,85.87457138215855,0.19275529937206026,2.808048205262871
304.85185208532704,72.50656914525769,194.0,117.47321907149228,0.1745374201813868,1.4335248817546562,5.318752736158468,10.351627003950414,5.63802399039234,85.75185911244829,0.19288081652640135,2.8095152930557754
305.20464310962797,70.36075275675466,194.0,120.89989189390519,0.1746591959470511,1.4332599599018057,5.320238518160038,10.434827979482685,5.640369854901881,85.65288408858864,0.1941403186377411,2.80796567362758
309.40703581571137,72.31046334078053,194.0,120.65864870231144,0.1767984633495246,1.4480390695499765,5.318872596933075,10.492159669645734,5.631199639318444,85.74467269054188,0.19403868660202306,2.809352776145224
315.52647361623644,71.31572954086482,194.0,118.12426310971045,0.18962566826610402,1.3444872680404092,5.319529919291837,10.448454532507586,5.626587900998029,85.68940680412517,0.1839366129317294,2.8378718380549115
