ucb_p_outcome,ucb_v_outcome,ucb_v_group,ucb_p_group,time
0.4424761194720129,1.3736419713856665,0.0,0.0,0
-0.32388229312551864,-0.24238089222892886,1.0,1.0,1
0.07134376917478291,1.7465346199000835,2.0,2.0,2
0.46451352113263067,-0.8746714308185544,3.0,3.0,3
2.3789329623425575,0.712133389500633,4.0,4.0,4
2.048061132436723,0.22457132734037877,5.0,5.0,5
1.2068018475046989,0.46323890802188056,6.0,6.0,6
1.8416343927707821,0.8163067091997905,7.0,7.0,7
2.5095974977710904,-0.6446197311791184,8.0,8.0,8
-0.15803701308329277,-0.8099302087901289,9.0,9.0,9
0.8288105838222896,-0.10570291650668423,2.0,8.0,10
-0.00035394829282264784,0.0928517959126637,0.0,4.0,11
0.6318261817581632,1.6937010431352055,7.0,5.0,12
0.9819570745170216,0.7832449284886891,4.0,7.0,13
-0.7210651343539671,2.0517545159596926,6.0,6.0,14
1.3759914133513658,0.5436343593068029,5.0,8.0,15
-0.1193715727025505,0.34349449685648903,6.0,3.0,16
0.18992940316139298,1.7276668098136727,7.0,0.0,17
1.1044808230215803,1.8949632288062839,7.0,7.0,18
1.0955979053332123,-1.0224072427091606,1.0,5.0,19
1.2405228069190286,1.5021835929398286,2.0,2.0,20
0.9255200249023197,-0.3956184918375798,4.0,8.0,21
1.3429625005146368,-1.325389627810904,0.0,4.0,22
1.7707045284662704,0.7309222844755906,7.0,9.0,23
-0.7111777555711354,-0.6763991662374744,2.0,1.0,24
0.11904656212532705,-0.13708705057817783,8.0,7.0,25
-0.5474287136537195,1.340448000089486,6.0,5.0,26
2.5566835003996835,-0.49087663470439213,5.0,4.0,27
0.33655318313300475,1.1355342160051503,7.0,4.0,28
0.22800851218165585,1.4890888219953187,9.0,2.0,29
0.6003040813857805,2.4996394731103866,9.0,8.0,30
0.2692369870017856,0.8811089047363965,9.0,0.0,31
0.043095366756432885,-1.2199712299505838,3.0,6.0,32
-0.31434109252552933,2.2056992597417406,6.0,4.0,33
0.6062345799988518,0.6235179348264572,6.0,8.0,34
-0.4238261689312893,1.6354100967494531,9.0,7.0,35
-0.15786707194775618,-0.47756044305153467,7.0,3.0,36
-0.9317024524484028,0.8363724911511087,9.0,2.0,37
1.059307281353965,1.2556689532469103,6.0,9.0,38
0.6900243332586542,2.5232248172036242,9.0,9.0,39
1.5001536234293624,0.9733213715962998,9.0,9.0,40
2.6917655970504244,0.3406498546320357,6.0,9.0,41
1.550621769145501,2.082933581765211,9.0,9.0,42
1.0348299341409177,1.2006373931311667,9.0,9.0,43
1.2548952019179755,1.2680735892692336,4.0,9.0,44
0.4038494273428627,-0.29157891405173986,2.0,4.0,45
1.0853254328082118,1.595666138194503,9.0,5.0,46
0.27678434364379473,-0.8133648781049426,7.0,5.0,47
-0.27992813700162944,1.4745532247345285,4.0,9.0,48
0.05613322235586818,1.5058736573505536,9.0,0.0,49
3.190743033809591,-0.5742357922248336,4.0,8.0,50
-0.35606929870440185,1.57214159771528,9.0,8.0,51
0.10140915682944474,0.23776158859201213,9.0,8.0,52
-0.002017942467523348,-0.5647626823788083,6.0,4.0,53
0.4837965265708522,0.767807066863883,8.0,7.0,54
0.05514858257048938,-0.18286017530589926,9.0,8.0,55
0.7105153880900487,0.9735392773638714,5.0,6.0,56
0.7457207492399007,0.8109423940427937,0.0,9.0,57
0.1466067757435629,0.2467299456574567,5.0,3.0,58
-0.241564406164964,-0.3665276308606198,8.0,5.0,59
0.788116882422562,1.3475195557179855,7.0,7.0,60
1.0542667040502605,0.37496549426270687,9.0,1.0,61
0.22681670964758183,0.981383636506773,6.0,8.0,62
-0.02259256671077503,0.12401287854181331,7.0,6.0,63
0.5041550947037617,0.04615847112615138,0.0,1.0,64
-0.7821787870380127,-0.38089726829314535,2.0,9.0,65
-0.9940198451624033,0.24292554827735846,6.0,4.0,66
-0.17784678983966837,1.3907260700136743,4.0,0.0,67
0.7830640139353704,-1.4911349825162188,4.0,7.0,68
1.1103268645695545,1.9669672063308572,9.0,2.0,69
0.43368665249454363,0.5039906124137399,9.0,5.0,70
0.9911119114259961,0.042400263923380185,1.0,8.0,71
0.10530236043796704,1.3735202335807344,9.0,7.0,72
-0.30421598671815203,1.3545147680735028,9.0,2.0,73
1.0688190796334396,1.3151387480307766,9.0,1.0,74
1.5587708826334927,1.1446163684023933,7.0,1.0,75
0.5462804386424215,-1.0194264850083872,5.0,1.0,76
1.072332363340577,-0.32540230664143055,9.0,9.0,77
2.0643567638356783,-0.6026619476700509,7.0,8.0,78
3.0358325834163002,2.0996709764379204,6.0,8.0,79
1.556169232887601,1.02766190069548,6.0,8.0,80
0.6595829967526499,1.191091796308626,6.0,8.0,81
1.6154061600396825,1.1779089023672382,6.0,8.0,82
1.023054033646694,0.37593699419372273,6.0,8.0,83
1.6020710612614895,1.1127257187991935,9.0,8.0,84
1.9236179299348286,0.06634940249532018,0.0,8.0,85
0.053539675971804424,1.665018778689074,9.0,8.0,86
1.8597953229424822,-0.055824803831388214,9.0,8.0,87
1.3952394229771738,1.540479037840461,6.0,8.0,88
-0.07536321886691877,1.4049257873359695,6.0,8.0,89
-0.32544460024051247,0.8177556650728688,6.0,3.0,90
2.088683636529209,-0.6444616272658426,2.0,6.0,91
1.5830201633657985,1.7636854118810623,6.0,6.0,92
0.19276526929961318,-0.11392457280422885,6.0,6.0,93
1.7063565214452998,1.863598439236568,9.0,6.0,94
-1.446220638627905,0.9411920788327144,9.0,6.0,95
0.5463077662857383,1.564251098330621,9.0,5.0,96
0.1133789249708318,1.4101593916823902,9.0,8.0,97
-0.607463611262194,0.7880816209154861,9.0,7.0,98
1.2584806316742525,0.5288781449825399,8.0,4.0,99
0.9534985918342767,1.3956270179092805,7.0,4.0,100
-0.8606779047513741,2.1208333148401377,7.0,0.0,101
0.014930132408734975,-1.6296720691774906,7.0,9.0,102
-0.26499104923127736,2.161816505352321,1.0,1.0,103
1.388920640320778,0.6405703548403348,1.0,9.0,104
2.111757880051012,-0.5936376555760243,1.0,9.0,105
2.0466489100174794,0.1626109984828774,9.0,9.0,106
1.8958073837099847,0.7392510705881286,6.0,9.0,107
1.2539243121617378,0.7861133063417396,6.0,9.0,108
1.6065484239658034,0.08760147861347711,9.0,9.0,109
1.5425404304059356,2.195955698398564,4.0,9.0,110
0.7578665553446647,0.8692698101672388,4.0,9.0,111
-0.9237260758698954,0.19668051704722303,4.0,9.0,112
-0.12105150241320028,0.4474771704080587,6.0,4.0,113
0.5372648261100887,1.1726573714015247,8.0,5.0,114
-0.7338539051320517,0.8051112563606642,8.0,9.0,115
-0.16514617314085672,-0.9747374103053177,8.0,2.0,116
0.4898844927471632,0.7546517468801305,0.0,8.0,117
-0.3189021893782549,1.9182218759359153,4.0,8.0,118
0.38011863004478164,1.843160550769987,4.0,5.0,119
1.9670565728696092,2.1890828367596877,4.0,1.0,120
0.04142703254523485,2.1674546242003103,4.0,1.0,121
1.1314281509495592,0.5286373618733776,4.0,8.0,122
1.171643572915803,-1.2255923311839765,4.0,8.0,123
1.4441795561243675,0.8344700772295892,4.0,1.0,124
-2.0199181862294213,0.384402522930654,9.0,1.0,125
0.023740723724656743,-0.5413290071071495,1.0,8.0,126
-0.04908490316086489,0.8882510920788317,6.0,6.0,127
0.5985326520933274,0.5880459936703875,4.0,4.0,128
0.8783256347335846,0.06902163851961232,0.0,7.0,129
-1.0733746755648348,0.5661251373034799,9.0,3.0,130
1.0888027386830585,0.4734149496532254,6.0,5.0,131
2.180165466211135,0.7129904225189454,7.0,5.0,132
-0.3545844243977827,0.7472379496554827,3.0,5.0,133
0.5576072300385218,-0.5746637734060979,3.0,4.0,134
0.24353207699751755,0.04490410819503654,9.0,7.0,135
1.5591972610241644,-0.7454681318194686,4.0,5.0,136
0.38446505818470456,-0.4617848683285106,6.0,5.0,137
0.5076986792485294,-0.07068243726491785,7.0,4.0,138
0.2952607940335483,0.040422100682709516,5.0,6.0,139
-0.3287987328231169,3.1163412589595136,9.0,5.0,140
-0.43520928491075755,1.5002741752442412,9.0,2.0,141
0.7910034344455389,-1.0308380687307652,9.0,8.0,142
1.2997913584944571,-0.18459742541911506,9.0,8.0,143
2.1369053089581183,-0.29582960002306663,2.0,8.0,144
0.5269709535120319,1.0578166824118673,6.0,8.0,145
1.874666815455929,-0.1662029231015216,0.0,8.0,146
1.1203741974984505,2.2003253304899175,9.0,8.0,147
2.8526732922343108,0.7174252024276317,9.0,8.0,148
0.9672462321813415,-0.21264872194223539,9.0,8.0,149
1.2200067536954138,1.360590735070353,6.0,8.0,150
0.4978556165509443,0.15929925873461387,6.0,8.0,151
-0.8503949012543055,1.3265419706972366,7.0,8.0,152
2.868883320808372,0.46210206426394645,7.0,8.0,153
0.3159316376759354,-0.912193647890981,4.0,8.0,154
-0.9168124936875983,-0.4370927177882663,9.0,8.0,155
0.889676284733731,1.431293439235728,7.0,4.0,156
-1.6638830872792783,-1.4215032399744318,7.0,4.0,157
1.2237016142316848,1.11723664907951,6.0,7.0,158
0.28824272184729455,-0.6760077131342059,6.0,7.0,159
1.0835274794110314,-0.008001490483081297,5.0,8.0,160
-0.6641653965965677,2.067400392622744,9.0,8.0,161
0.4540513467254732,0.6052421752659916,9.0,7.0,162
-0.23302759349219418,1.126779293660273,9.0,0.0,163
1.9754964690034567,0.12558257384436922,9.0,6.0,164
-0.016437000737401175,2.207270570405963,1.0,6.0,165
0.2908577004072708,0.9430596549440815,1.0,6.0,166
-1.544779010689449,1.7328696276148692,1.0,5.0,167
0.5095396570808567,0.5268200339580281,1.0,8.0,168
0.055354590143345095,1.27284186496952,1.0,7.0,169
0.631491915687215,-0.17344626891170603,1.0,8.0,170
0.6531419048214536,0.5784749285014011,1.0,8.0,171
1.4237819758231298,-1.04261945107653,1.0,6.0,172
0.08529314060299242,2.3738090278656516,8.0,6.0,173
3.0698451912446645,-0.9183197050158631,8.0,8.0,174
-0.4582983183384386,1.5537351481676738,9.0,8.0,175
1.1851084122664524,1.5972560301754157,9.0,8.0,176
-0.578548345517262,0.5098218622447728,9.0,8.0,177
-0.3377614706624069,-0.19290599695134214,9.0,6.0,178
0.369144754558696,1.8488344948890079,6.0,7.0,179
1.6491085898470281,1.597178144047792,6.0,8.0,180
1.42313911173953,1.6354769612287066,6.0,8.0,181
-0.7291590407688495,0.18814487787448025,6.0,8.0,182
1.543077675581537,0.5003229942635139,6.0,2.0,183
-0.2275439245199625,1.615686452877692,6.0,1.0,184
0.9195975727597925,0.28155048431030627,6.0,2.0,185
1.6013046361842815,1.1666168098048488,6.0,2.0,186
-0.3119370116525418,0.3784569488426583,4.0,2.0,187
0.30696878793361276,-0.6566163228827755,6.0,2.0,188
0.009171863011729231,-0.3778082689414044,8.0,8.0,189
0.14825004886911647,-0.6766199267599559,9.0,4.0,190
0.7406626664883671,0.4587036780638902,0.0,9.0,191
1.5746084478866655,-0.8667118368399893,2.0,9.0,192
1.2336539531864306,-1.0306200078025736,7.0,9.0,193
1.73763166343228,-1.8548176238712297,3.0,9.0,194
0.7681144483920406,0.3086992242080816,4.0,9.0,195
2.612019795391399,-0.9856232560033232,9.0,9.0,196
1.43687714159403,-0.37527230825667157,6.0,9.0,197
2.032785995692257,-0.9398841059971272,0.0,9.0,198
0.7266235921769301,0.007980613956059313,5.0,9.0,199
2.6639435138564695,1.0587007725881876,1.0,9.0,200
-0.7301029017392385,0.3485259065116232,1.0,9.0,201
1.0173682226519047,-0.44515008233263675,4.0,9.0,202
0.5431306470005124,0.7354363644241344,6.0,9.0,203
0.647024998745881,0.81804244713519,9.0,9.0,204
-0.09239152860094846,1.7562134151930564,1.0,9.0,205
-0.805757892155562,0.9515853193709163,1.0,9.0,206
0.7573325917797761,0.03178284669321886,1.0,9.0,207
0.13291642112865365,0.9581107762334362,6.0,9.0,208
0.46900217807360345,0.4941601375723485,9.0,9.0,209
0.7059367072788899,0.5749538323920822,6.0,9.0,210
-0.7424382166175744,1.1155593407530489,1.0,9.0,211
0.7935642380238338,-0.5456486629016027,1.0,9.0,212
0.8085971608297322,1.0006531541143884,9.0,9.0,213
1.080088105008346,2.4522103849561687,9.0,9.0,214
1.400280610502941,-0.035870344882965144,9.0,9.0,215
2.2806976368061,0.40931013779618625,9.0,9.0,216
0.897639136374191,0.5373796001067144,6.0,9.0,217
1.932490894902502,0.7352183006598291,9.0,9.0,218
2.126212000605848,-0.22038032129443208,6.0,9.0,219
0.970637457824977,1.4143804707615137,8.0,9.0,220
-0.04211384568604526,2.717382168945182,8.0,9.0,221
1.1994612409119654,1.0644552870311608,8.0,9.0,222
1.0207877016690525,2.7617222360553937,8.0,9.0,223
0.6082265162661766,0.9170412922600438,8.0,9.0,224
2.017482637709885,1.5264336405043104,8.0,9.0,225
1.8272545241905553,0.9511047710071966,8.0,9.0,226
1.0941594840110598,1.346614289327207,8.0,9.0,227
0.253729241238261,-1.1611778904596612,8.0,9.0,228
0.7687656175974751,2.544504705341544,8.0,9.0,229
2.0756471382652286,1.8989586467465844,8.0,9.0,230
1.1645656945205516,0.5468861550541402,8.0,9.0,231
1.2452451836487701,2.3187550964168513,8.0,9.0,232
-0.0970548007532045,2.815888190507887,8.0,9.0,233
1.411367216799471,2.3694104839432866,8.0,9.0,234
0.17097642435535454,1.2416762857739247,8.0,9.0,235
0.14052770478487409,-1.0465280597544684,8.0,7.0,236
0.5823260806510744,0.7206426162151817,8.0,2.0,237
0.9519138346204786,-0.07576652908188142,8.0,8.0,238
2.1544195728777717,-1.1998577830903967,8.0,8.0,239
0.07055902636636424,0.0041133586760465635,8.0,8.0,240
0.7805149216069243,1.4980653857305493,8.0,8.0,241
0.8265393146939802,-0.05310409151386841,8.0,5.0,242
2.0048907659515014,0.9149975473409107,8.0,2.0,243
-0.271961099924627,-0.9131923025035102,8.0,1.0,244
0.5165810941683526,2.077820445067635,8.0,2.0,245
0.9067729649149394,0.2315320581253748,8.0,2.0,246
0.5149440691768861,-0.8272152717774859,8.0,2.0,247
1.1544615588266758,1.6163165065405487,7.0,2.0,248
1.4742712967841154,2.290479108860188,7.0,2.0,249
-0.16964533249277997,-0.40547246012239013,7.0,2.0,250
0.07577200632435743,0.5351859026086534,7.0,0.0,251
3.2588433869281745,-0.14869096865120812,7.0,9.0,252
1.9086384769510976,-0.4945908522828296,9.0,9.0,253
0.8248617057111807,1.2237835510687316,4.0,9.0,254
-0.39103257047901685,-2.2517957189232085,4.0,9.0,255
1.3035107062832076,0.5261872519612545,8.0,9.0,256
0.48183942313528577,1.616414090664639,5.0,9.0,257
2.7771658920045796,-0.9794997331615798,5.0,9.0,258
0.6293558685039589,0.627989382035981,6.0,9.0,259
1.006402562064345,0.19756554099699875,8.0,9.0,260
1.6804787833847976,0.3969945183006106,9.0,9.0,261
0.47286977985578854,0.6523860747988348,6.0,9.0,262
1.4765476004007723,1.216095937267212,1.0,9.0,263
1.7207766592642126,0.22631365303931184,1.0,9.0,264
-0.45428275094129156,1.5132800579879095,7.0,9.0,265
-0.8208918293739177,1.231694772155823,7.0,9.0,266
1.2686241105514027,0.5035983746766277,7.0,6.0,267
0.10416999504122099,0.4452781729349145,7.0,6.0,268
-0.2964783335316107,1.6419167833861228,9.0,5.0,269
0.673596434214457,0.30419947345643794,9.0,9.0,270
0.24448034087182602,1.8568028232827305,9.0,3.0,271
1.9889207520561616,0.5863530114485731,9.0,2.0,272
0.5876826040312116,0.15847673114418226,9.0,2.0,273
1.7613203951414995,0.5250131066940661,6.0,2.0,274
0.45146400705187373,1.4278106240789734,7.0,2.0,275
-0.04635672944291036,-0.2678893222040992,7.0,2.0,276
0.32860204180383845,1.6208340709376259,8.0,9.0,277
-0.4717556925363916,-0.15732485642269867,8.0,4.0,278
2.4017007285333,-0.42205031239752955,9.0,8.0,279
-0.18623964288950257,-0.20112127612006148,6.0,8.0,280
1.6639926531882694,1.1977348887424155,1.0,8.0,281
1.671442784434368,-0.429853121955483,1.0,8.0,282
1.964919734547304,-1.1739275977575265,8.0,8.0,283
0.7724231876657949,-1.019891579623502,7.0,8.0,284
2.0588202788854355,-1.574939744329387,9.0,8.0,285
2.0669244045978736,0.7812789008474619,6.0,8.0,286
0.2912406547231817,0.6869512077800284,2.0,8.0,287
0.4279261634142722,0.3117266778913073,2.0,8.0,288
-0.5961917829222763,1.8935130268815406,6.0,8.0,289
-0.8060594038409483,-1.9680475406590703,6.0,8.0,290
-0.7521864274808119,0.6029199166143044,0.0,2.0,291
1.3410653730588142,-0.39877112508812973,1.0,7.0,292
0.8233333126668225,0.1326413802927402,5.0,7.0,293
0.8794767129429727,-0.05838173791802642,0.0,7.0,294
0.3758784155043479,0.6929573647484691,8.0,7.0,295
0.7807873367896803,-0.5858536064600948,2.0,9.0,296
1.0830673486003397,0.37420587615680345,9.0,9.0,297
0.5238371963794477,0.0733866603416049,8.0,9.0,298
0.3534860592009684,1.0080100416216298,4.0,8.0,299
2.2589350100314927,0.023652557526075035,4.0,9.0,300
2.025324256907191,-0.1186769854312133,6.0,9.0,301
1.2147772476456544,-0.06522027579638434,9.0,9.0,302
2.160979350220218,-1.0782313381590014,7.0,9.0,303
0.8022069607661183,1.000564398745303,8.0,9.0,304
0.8303651265481017,1.3809210364243572,8.0,9.0,305
2.2239318729687287,3.2580087258972483,8.0,9.0,306
-0.6425998169373696,-0.8442732507507438,8.0,9.0,307
-0.10831349822503522,0.21048976762432148,8.0,9.0,308
0.9819394432908479,0.2326486207015509,8.0,9.0,309
-0.30893916550081035,1.0616968639138187,9.0,7.0,310
1.0528207280998774,-1.15800985880403,9.0,6.0,311
2.311665958154522,0.6652427108665503,6.0,6.0,312
2.8129494749481156,-0.21528664493830174,5.0,6.0,313
-0.31720397190521565,0.47570210180997763,1.0,6.0,314
2.1999527676279413,0.6163396590514633,4.0,6.0,315
1.4870016496419884,1.2130184595388425,8.0,6.0,316
0.845207836314619,2.10218842307588,8.0,6.0,317
0.2807977164226285,0.4317075997866809,8.0,6.0,318
0.21000970949221892,0.5807723180004756,8.0,6.0,319
-1.69654893268057,-0.33471983128948435,8.0,6.0,320
2.026176841957972,1.2571794764801232,6.0,8.0,321
1.0519517846703978,3.4037777040156785,6.0,8.0,322
0.034740695474970607,1.907064528359237,6.0,8.0,323
2.3325227895682836,0.11143731353970798,6.0,8.0,324
0.02071859262689535,1.7124168293402324,6.0,8.0,325
-0.02066469003639526,1.3071767728430173,6.0,8.0,326
-0.041666160384596584,-0.4972329113477283,6.0,8.0,327
1.2677501724814424,0.4949658838006443,6.0,6.0,328
0.336303638640711,-0.6127648042299456,6.0,6.0,329
-0.7019375353204058,0.046876205580861474,6.0,5.0,330
-0.3265247789215048,0.009150440589275277,4.0,9.0,331
0.17139997199626034,-0.47244269693484275,6.0,9.0,332
2.960125810631413,-1.485477396821747,1.0,9.0,333
1.361161481932128,-0.8544270125721156,0.0,9.0,334
-0.6222775051177868,2.157686101721204,8.0,9.0,335
0.8572899701123902,-0.011774145480271003,8.0,9.0,336
-1.3039245624214586,0.26246232816765325,8.0,9.0,337
2.62547233935065,1.2836264573551979,9.0,3.0,338
-0.6675572054516627,0.37769737717568286,9.0,3.0,339
1.3085648229581812,0.997548061493641,8.0,3.0,340
1.2710958134748491,1.5423829046283868,8.0,3.0,341
1.16653896484604,0.5197120377132687,8.0,3.0,342
0.47629907772784685,2.6089015768392176,8.0,3.0,343
-0.16763300732983683,-0.17030296737465944,8.0,3.0,344
-0.32990897188084845,0.47579183335542885,8.0,3.0,345
0.5860282481713944,2.2346859259318386,8.0,1.0,346
-1.0723537719944671,0.6232561068828171,8.0,6.0,347
1.3536153501019341,0.5259285850968585,8.0,8.0,348
0.6624164222436196,1.450045835646343,8.0,8.0,349
-0.1950453109360623,-0.2870261029678889,8.0,0.0,350
0.27785040272226424,0.2028820690173886,9.0,8.0,351
1.3570742089323578,0.9659631547286004,8.0,9.0,352
0.3821488426083598,0.3811615567499628,8.0,9.0,353
0.779247062646978,1.5537621202901672,6.0,8.0,354
-0.47273954643992105,0.6910849684292625,6.0,2.0,355
0.7730794186453335,0.365678528868326,6.0,1.0,356
1.6900366127696353,1.3821892042638488,8.0,8.0,357
1.4165691416233326,0.6459897071904521,8.0,8.0,358
1.9296336539396424,0.11361094210388145,8.0,8.0,359
0.5842133296893155,1.2931169912697709,9.0,8.0,360
0.05067189321385501,-0.5630174729457583,9.0,8.0,361
0.5293521033110228,-0.21769752360457273,4.0,8.0,362
0.4792260804280944,0.6077560791152847,6.0,9.0,363
0.1683442856283442,-0.5883670445807302,7.0,4.0,364
2.004497187918388,-1.3821144092641569,6.0,7.0,365
0.01818561925001494,0.4382720418718099,8.0,7.0,366
2.5016182617790412,1.5009291158290896,9.0,7.0,367
-0.5068928798236362,-0.30471101267602096,9.0,7.0,368
0.4030204536059151,0.941875685963023,8.0,7.0,369
0.5152812661637414,0.2630962313415951,8.0,3.0,370
-0.31761581848877507,1.4670072988746985,9.0,1.0,371
0.5432797705154223,0.8622445574010718,9.0,9.0,372
-0.41422016288601704,0.5120016690497974,9.0,9.0,373
0.9486023188509952,1.3330138932140785,8.0,7.0,374
0.32725105341788485,0.3561303185803636,8.0,7.0,375
1.9779149469465507,-0.9502397632018321,9.0,9.0,376
1.4044509258696682,0.7371044941494285,8.0,9.0,377
2.3391310599453443,-0.09659711261672754,8.0,9.0,378
0.6814372860537297,0.17303623980650712,5.0,9.0,379
0.6000544093007631,-0.9385996758210645,4.0,9.0,380
-0.8703187570504259,1.469442661634665,2.0,9.0,381
0.08042100064692992,0.6941251650153919,2.0,9.0,382
-0.5669290428149932,1.4569919699037828,2.0,3.0,383
-0.19572799532637186,0.8959095422517245,2.0,8.0,384
-0.5763226340633845,0.31561647138683707,2.0,8.0,385
0.47448085394319006,0.8196130096292322,2.0,4.0,386
0.8023999200261527,-0.8085012347803964,2.0,8.0,387
1.8513081382424321,-0.4598084892248407,2.0,8.0,388
0.5716528432311858,0.8776842188037697,6.0,8.0,389
0.7101889737366379,0.37523793937409183,6.0,8.0,390
0.4589311887648731,0.5030765563343846,8.0,8.0,391
1.740444423991972,0.035744051162373,7.0,6.0,392
0.8777789214635687,1.7583878634157175,9.0,6.0,393
1.1831894740365887,1.262818181260494,9.0,6.0,394
-0.03686432749532431,-1.2649255693067447,9.0,6.0,395
1.1457194209665849,1.242514591579696,6.0,6.0,396
-0.44599428804439145,0.44657925704561807,6.0,6.0,397
0.7681197963399988,1.2579409043543022,8.0,7.0,398
2.1560571742365746,0.7202980110096674,8.0,7.0,399
1.199424977101777,1.0287732772614038,8.0,7.0,400
0.5860072203366222,2.3370250788294262,8.0,7.0,401
-0.485383762929685,1.2655997030248933,8.0,7.0,402
0.6358789571413752,-0.4895711940621468,8.0,2.0,403
-0.48840026827088345,-0.49131601525421353,8.0,8.0,404
-0.0874243392570665,0.05078095203540778,6.0,7.0,405
0.05468766337846437,-0.4722388870535221,8.0,4.0,406
-0.14986337524540516,1.0552974792472727,1.0,2.0,407
-0.2187915655681404,0.3714306504189725,1.0,5.0,408
1.860399704974664,0.4570453611326931,9.0,8.0,409
-0.6151101923030591,-0.19072831650027,6.0,8.0,410
1.3098233021601247,0.36591929252684796,1.0,8.0,411
-0.4204017359003145,-0.685378880863173,9.0,8.0,412
-0.14125121759702508,1.2895397486963436,5.0,7.0,413
-0.1241754329081396,1.6695478686274758,5.0,6.0,414
-0.8437020232613228,0.5528282908566702,5.0,0.0,415
1.4682892560526868,0.5409645573364237,5.0,9.0,416
1.196605902848933,0.07769125643842406,5.0,9.0,417
1.3291125215443615,-1.172466064997924,5.0,9.0,418
1.774930900888045,0.7591572332958401,7.0,9.0,419
0.4958941540397925,1.0015840704175594,7.0,9.0,420
1.8773100838544723,-0.4384323301118985,7.0,9.0,421
2.2486486762812095,2.2579636161148517,8.0,9.0,422
1.7312906050437114,1.7954134728793394,8.0,9.0,423
-0.41391533980924244,1.458924953501292,8.0,9.0,424
0.05985020214647663,1.4690622168763623,8.0,9.0,425
-0.5225591447417767,1.8765479533736376,8.0,9.0,426
1.50298429043761,0.920931901139999,8.0,9.0,427
2.5798953079298927,3.1601959368932846,8.0,9.0,428
0.2221458568133915,0.6565658772696119,8.0,9.0,429
-0.02784390867722142,1.2677029843865557,8.0,9.0,430
2.5071011436966275,2.6312693518889514,8.0,9.0,431
2.4328927444517814,0.5315430022028693,8.0,9.0,432
0.5460709744431612,-0.06228535302215732,8.0,9.0,433
1.9106203540601467,0.10161089670766288,8.0,9.0,434
-0.052703686902605074,1.9182297929877845,8.0,9.0,435
0.923488860548049,-1.4567267370696688,8.0,9.0,436
1.5724182597834313,0.06001269840118362,8.0,9.0,437
0.7033248543104427,0.566598445259804,8.0,9.0,438
0.45512825913097127,2.5952586823421777,8.0,9.0,439
0.8093522538826923,1.7158870511569801,8.0,9.0,440
0.26485889058621037,1.6168857025190064,8.0,9.0,441
1.4666369489239561,1.5976646503789305,8.0,9.0,442
-0.6855781057263749,0.3829149272653993,8.0,9.0,443
-0.038762474948300873,0.011322102831688996,8.0,9.0,444
-0.8957679851736621,1.4931059442815187,8.0,9.0,445
0.19149306737435529,2.2755141682227977,8.0,1.0,446
1.4674811020638807,-1.1537740488123787,8.0,9.0,447
0.2723176013058065,-0.06969429903143298,8.0,9.0,448
3.118216274018409,1.5133019752327244,8.0,9.0,449
0.21110623445746934,1.241717988542615,8.0,9.0,450
0.3383899850352654,-0.4992041142279482,8.0,9.0,451
0.5336421938065715,0.6501616963344989,8.0,9.0,452
0.08662401567517297,2.359796277562685,8.0,9.0,453
-0.13863682670979827,0.15613498481634425,8.0,4.0,454
1.4598638271539968,1.589185830021897,8.0,8.0,455
1.17614499282015,0.49428483587285865,8.0,8.0,456
-0.27853051328883494,1.767093814236756,8.0,8.0,457
-0.39312171468721885,2.819392530596213,8.0,2.0,458
3.337924082424644,1.5197768746429623,8.0,9.0,459
0.30277903252904803,1.949357300313893,8.0,9.0,460
-0.6181195619839953,-0.9560002134320722,8.0,9.0,461
-0.4446088944104116,-0.277610593057696,8.0,8.0,462
1.6256405568625958,0.28138580336092733,8.0,9.0,463
0.41368002509409185,0.5151326415057976,8.0,9.0,464
1.967004658566998,0.9729530703626446,8.0,9.0,465
1.1633764985537058,1.1811932638901042,8.0,9.0,466
0.5589293257549917,2.1223516273680234,8.0,9.0,467
1.9158307069967782,1.0222390637311118,8.0,9.0,468
2.015693623043752,1.1297415037702447,8.0,9.0,469
1.4803075117939135,-0.6804426335899831,8.0,9.0,470
1.3368343470371022,2.263386422043371,8.0,9.0,471
1.5479072921806936,-1.542182958873363,8.0,9.0,472
1.610450721201445,1.0508766511162033,8.0,9.0,473
1.6568648524662999,-0.43558458636555053,8.0,9.0,474
1.1348420863356234,0.9129836114228127,8.0,9.0,475
0.6583455487456612,-0.7465398470588385,8.0,9.0,476
1.903207801678771,2.563677785686402,8.0,9.0,477
1.1169375577978768,-0.8984304273948807,8.0,9.0,478
1.6493769342688613,1.8502265370157223,8.0,9.0,479
1.6415728620554044,-0.5294279041851526,8.0,9.0,480
1.4880328979060233,2.453327295115613,6.0,9.0,481
-0.32365197422634495,1.4193251116104086,6.0,9.0,482
0.7556295353341973,-0.07776015067633057,6.0,9.0,483
2.2107370501941377,1.6963825935615353,6.0,9.0,484
0.8163169311646552,1.6080798179446114,6.0,9.0,485
0.7187505210171914,1.582749775654452,6.0,9.0,486
0.2781331711121814,0.6571518797547728,6.0,9.0,487
1.9222275899252295,2.7231689267161836,6.0,9.0,488
-0.26958370007573806,0.3225599121739931,6.0,9.0,489
